session_id;user_id;item_id;timeframe;eventdate
548;157;63620;991902;2016-02-28
548;157;74351;487413;2016-02-28
548;157;85046;650507;2016-02-28
548;157;85046;1158440;2016-02-28
548;157;23354;60610;2016-02-28
548;157;34818;104296;2016-02-28
548;157;34818;252871;2016-02-28
548;157;35404;216182;2016-02-28
548;157;5491;553356;2016-02-28
548;157;126034;313324;2016-02-28
548;157;19387;714348;2016-02-28
548;157;90492;1023734;2016-02-28
550;159;1189;508334;2016-02-28
550;159;31924;863278;2016-02-28
550;159;9673;13467;2016-02-28
550;159;10177;964860;2016-02-28
550;159;31890;922703;2016-02-28
550;159;34382;281259;2016-02-28
550;159;14295;576547;2016-02-28
551;160;3057;263678;2016-02-28
551;160;18323;705800;2016-02-28
551;160;4603;139122;2016-02-28
551;160;35143;56439;2016-02-28
551;160;13961;578941;2016-02-28
552;161;13058;7620;2016-02-28
555;NA;30605;80737;2016-03-26
555;NA;601;80243;2016-03-26
556;NA;70485;66361;2016-03-26
556;NA;49694;507884;2016-03-26
556;NA;38889;256178;2016-03-26
556;NA;21350;1068016;2016-03-26
556;NA;49742;142230;2016-03-26
556;NA;71436;19678;2016-03-26
556;NA;60656;23659;2016-03-26
556;NA;322395;55864;2016-03-26
556;NA;300172;522480;2016-03-26
556;NA;205207;515311;2016-03-26
556;NA;100925;514775;2016-03-26
556;NA;424585;867142;2016-03-26
556;NA;408917;888103;2016-03-26
556;NA;77307;805483;2016-03-26
556;NA;36880;267480;2016-03-26
557;164;12233;989268;2016-02-28
557;164;48286;295226;2016-02-28
557;164;30378;436703;2016-02-28
557;164;31628;251248;2016-02-28
557;164;31628;282956;2016-02-28
557;164;33256;842315;2016-02-28
557;164;33906;190667;2016-02-28
557;164;34992;270553;2016-02-28
557;164;35074;36450;2016-02-28
557;164;126100;76666;2016-02-28
557;164;126100;217478;2016-02-28
559;166;21293;434622;2016-02-28
559;166;170303;727969;2016-02-28
559;166;36608;17064;2016-02-28
563;170;8848;136266;2016-01-18
563;170;83474;336325;2016-01-18
563;170;2397;82169;2016-01-18
564;171;56584;13228;2016-01-18
566;173;136031;42532;2016-02-29
568;175;90036;9217;2016-02-29
568;175;36320;54315;2016-02-29
570;177;4523;65507;2016-02-29
570;177;130138;354427;2016-02-29
570;177;34321;367018;2016-02-29
571;178;90094;26568;2016-02-29
572;179;193987;13576;2016-02-29
573;180;132728;33677;2016-01-19
574;181;3253;57777;2016-02-27
574;181;33228;39800;2016-02-27
575;182;31142;429812;2016-02-27
575;182;6208;22668;2016-02-27
576;183;10747;6600;2016-01-18
577;184;35474;155201;2016-02-28
577;184;46988;240044;2016-02-28
577;184;136014;233099;2016-02-28
577;184;36320;15242;2016-02-28
580;NA;88073;64473;2016-05-03
580;NA;88073;103085;2016-05-03
580;NA;57324;122612;2016-05-03
581;NA;35015;97139;2016-05-03
581;NA;49094;789623;2016-05-03
581;NA;49094;710532;2016-05-03
581;NA;4076;817520;2016-05-03
581;NA;19438;549200;2016-05-03
581;NA;175592;588657;2016-05-03
581;NA;6306;640460;2016-05-03
581;NA;13978;132524;2016-05-03
581;NA;181808;615174;2016-05-03
581;NA;381710;33359;2016-05-03
582;NA;80752;19094;2016-05-03
582;NA;81082;206576;2016-05-03
582;NA;81082;1139802;2016-05-03
582;NA;59740;223613;2016-05-03
582;NA;217759;232760;2016-05-03
582;NA;41675;926691;2016-05-03
582;NA;17246;948485;2016-05-03
582;NA;17276;213506;2016-05-03
582;NA;4018;936255;2016-05-03
582;NA;398477;217838;2016-05-03
582;NA;379721;1119348;2016-05-03
582;NA;379721;197914;2016-05-03
583;NA;31954;44137;2016-05-03
583;NA;83866;15045;2016-05-03
583;NA;83866;95461;2016-05-03
583;NA;83866;536297;2016-05-03
583;NA;83866;200375;2016-05-03
583;NA;83870;194400;2016-05-03
583;NA;83870;152217;2016-05-03
583;NA;87417;171702;2016-05-03
583;NA;44378;495112;2016-05-03
583;NA;44378;448153;2016-05-03
583;NA;4183;102944;2016-05-03
583;NA;4183;195787;2016-05-03
583;NA;378487;347263;2016-05-03
583;NA;58603;293335;2016-05-03
584;NA;21540;168509;2016-05-03
584;NA;1594;29703;2016-05-03
584;NA;5196;114795;2016-05-03
585;NA;12495;60339;2016-05-03
585;NA;12495;39889;2016-05-03
585;NA;129161;19406;2016-05-03
585;NA;129161;173358;2016-05-03
585;NA;8240;114202;2016-05-03
586;NA;1356;1050502;2016-05-03
586;NA;9571;744483;2016-05-03
586;NA;9571;779259;2016-05-03
586;NA;9971;978269;2016-05-03
586;NA;30409;1173065;2016-05-03
586;NA;31188;733480;2016-05-03
586;NA;34081;1135408;2016-05-03
586;NA;6808;904821;2016-05-03
586;NA;6808;916009;2016-05-03
587;NA;33836;371283;2016-05-03
587;NA;33836;487535;2016-05-03
587;NA;33836;27949;2016-05-03
589;NA;6225;10824;2016-05-03
591;NA;32201;238187;2016-05-03
591;NA;32933;164532;2016-05-03
591;NA;9886;321937;2016-05-03
591;NA;2770;1057047;2016-05-03
591;NA;33385;957240;2016-05-03
591;NA;33440;447655;2016-05-03
592;NA;295472;739352;2016-05-03
592;NA;19209;604021;2016-05-03
592;NA;247871;103722;2016-05-03
592;NA;380955;685446;2016-05-03
592;NA;378017;838566;2016-05-03
592;NA;381813;41489;2016-05-03
593;NA;9387;27755;2016-05-03
593;NA;4192;788188;2016-05-03
594;188;269426;51713;2016-01-18
594;188;8832;159789;2016-01-18
594;188;182793;718570;2016-01-18
594;188;124726;1099980;2016-01-18
594;188;115371;992267;2016-01-18
594;188;234713;624439;2016-01-18
594;188;363713;697844;2016-01-18
594;188;122537;850246;2016-01-18
596;190;1735;34133;2016-01-17
596;190;17131;5495;2016-01-17
596;190;36269;101337;2016-01-17
596;190;36269;16488;2016-01-17
597;NA;60913;163604;2016-05-03
597;NA;60913;423882;2016-05-03
597;NA;40093;478719;2016-05-03
597;NA;40093;382170;2016-05-03
597;NA;10741;35177;2016-05-03
598;NA;58753;57859;2016-05-03
598;NA;382896;193081;2016-05-03
599;NA;31420;32427;2016-05-03
600;NA;10951;80504;2016-05-03
600;NA;11336;96708;2016-05-03
601;13325;36837;218057;2016-03-01
602;NA;3557;56227;2016-05-03
602;NA;156670;78195;2016-05-03
602;NA;195989;5413;2016-05-03
602;NA;29663;33551;2016-05-03
602;NA;247790;185178;2016-05-03
602;NA;247790;157747;2016-05-03
605;NA;50026;523163;2016-05-04
605;NA;177836;743859;2016-05-04
605;NA;33999;793933;2016-05-04
605;NA;33999;522950;2016-05-04
605;NA;36334;9119;2016-05-04
605;NA;7022;236354;2016-05-04
605;NA;47764;188630;2016-05-04
605;NA;14816;10678;2016-05-04
605;NA;7328;72698;2016-05-04
605;NA;7396;101199;2016-05-04
605;NA;381492;454848;2016-05-04
608;NA;169537;14451;2016-05-04
608;NA;47513;92974;2016-05-04
609;NA;7956;26259;2016-05-04
611;NA;146872;796565;2016-05-04
611;NA;140463;622845;2016-05-04
611;NA;140463;826197;2016-05-04
611;NA;83568;234481;2016-05-04
611;NA;18252;380700;2016-05-04
611;NA;387866;1119032;2016-05-04
611;NA;377158;916593;2016-05-04
614;193;3717;199994;2016-01-04
614;193;13684;42082;2016-01-04
616;NA;32082;12965;2016-05-03
617;194;31044;53878;2016-01-03
617;194;35789;82405;2016-01-03
617;194;35789;7112;2016-01-03
620;NA;36094;20982;2016-03-21
621;NA;4603;90331;2016-03-21
622;NA;8070;29847;2016-03-21
623;NA;15999;9066;2016-03-21
623;NA;9339;445388;2016-03-21
623;NA;73628;353568;2016-03-21
624;NA;74527;683440;2016-03-21
624;NA;74527;189681;2016-03-21
624;NA;63785;15972;2016-03-21
624;NA;63785;401656;2016-03-21
624;NA;171463;501924;2016-03-21
625;NA;40639;121586;2016-03-21
625;NA;40639;8578;2016-03-21
626;NA;58016;314159;2016-03-21
626;NA;58016;386019;2016-03-21
626;NA;36243;355230;2016-03-21
626;NA;36243;209577;2016-03-21
626;NA;12197;30459;2016-03-21
626;NA;57532;417760;2016-03-21
626;NA;47245;144660;2016-03-21
627;NA;6771;136625;2016-03-22
627;NA;79875;36739;2016-03-22
628;NA;11718;113232;2016-03-20
628;NA;11718;166924;2016-03-20
628;NA;170867;18285;2016-03-20
628;NA;6649;94810;2016-03-20
629;NA;17672;49702;2016-03-20
629;NA;90677;419949;2016-03-20
629;NA;7659;244090;2016-03-20
629;NA;1838;1166856;2016-03-21
629;NA;1838;1050349;2016-03-21
629;NA;1838;318475;2016-03-20
629;NA;1838;1098770;2016-03-21
629;NA;1838;1159544;2016-03-21
629;NA;1838;1007076;2016-03-21
629;NA;1838;1023410;2016-03-21
629;NA;1838;1137911;2016-03-21
629;NA;1838;1184885;2016-03-21
629;NA;1838;728961;2016-03-21
629;NA;1838;992356;2016-03-21
629;NA;1838;880190;2016-03-21
629;NA;32184;13879;2016-03-20
629;NA;210308;551953;2016-03-20
630;NA;74937;152057;2016-03-20
630;NA;42916;232893;2016-03-20
630;NA;33248;91768;2016-03-20
630;NA;33248;337467;2016-03-20
630;NA;33248;253988;2016-03-20
630;NA;33248;162849;2016-03-20
630;NA;33248;133506;2016-03-20
630;NA;3952;106153;2016-03-20
630;NA;29379;268588;2016-03-20
630;NA;7225;21670;2016-03-20
632;NA;9307;26851;2016-03-22
634;NA;60715;489617;2016-04-21
634;NA;135335;429054;2016-04-21
634;NA;87828;604825;2016-04-21
634;NA;87828;583988;2016-04-21
634;NA;87828;559300;2016-04-21
634;NA;58565;403760;2016-04-21
634;NA;58565;86860;2016-04-21
634;NA;58565;42031;2016-04-21
637;197;234364;31010;2016-01-17
637;197;192211;135869;2016-01-17
637;197;17726;258707;2016-01-17
638;198;12964;29907;2016-01-17
641;199;2395;12453;2016-01-04
641;199;33557;81379;2016-01-04
642;NA;2723;643278;2016-04-21
642;NA;32826;875445;2016-04-21
648;NA;32201;113610;2016-03-21
648;NA;21184;26360;2016-03-21
651;NA;38548;123752;2016-03-21
651;NA;38548;233784;2016-03-21
651;NA;10469;22629;2016-03-21
652;NA;119645;10512;2016-03-21
652;NA;12638;469683;2016-03-21
652;NA;5521;404515;2016-03-21
652;NA;5521;172174;2016-03-21
654;NA;57;46945;2016-03-21
655;NA;42197;10659;2016-03-21
655;NA;57756;345225;2016-03-21
655;NA;5848;251704;2016-03-21
655;NA;14320;327159;2016-03-21
656;NA;93495;753694;2016-03-22
656;NA;93495;28195;2016-03-22
657;NA;177571;68962;2016-03-22
657;NA;177571;34984;2016-03-22
657;NA;74082;54661;2016-03-22
657;NA;74858;23915;2016-03-22
657;NA;17437;75859;2016-03-22
658;NA;8047;13701;2016-03-22
659;NA;30961;641551;2016-03-21
659;NA;162954;633729;2016-03-21
659;NA;1003;15852;2016-03-21
659;NA;34401;34234;2016-03-21
659;NA;171432;226464;2016-03-21
659;NA;20000;303660;2016-03-21
659;NA;7154;289298;2016-03-21
661;NA;60479;10568;2016-03-21
661;NA;110992;273687;2016-03-21
661;NA;160532;247061;2016-03-21
662;NA;30623;10929;2016-03-21
662;NA;30623;5862;2016-03-21
663;NA;72562;787126;2016-03-21
663;NA;34422;211984;2016-03-21
663;NA;5709;609281;2016-03-21
663;NA;6249;48534;2016-03-21
663;NA;14208;661468;2016-03-21
663;NA;36805;271968;2016-03-21
663;NA;36807;265591;2016-03-21
663;NA;171555;286356;2016-03-21
663;NA;7254;253749;2016-03-21
666;NA;2237;132543;2016-04-24
667;NA;146785;133610;2016-03-21
667;NA;7522;701767;2016-03-21
667;NA;159700;371900;2016-03-21
669;202;39945;306149;2016-02-15
669;202;61632;286434;2016-02-15
669;202;2061;75131;2016-02-15
669;202;2061;341980;2016-02-15
669;202;33915;197955;2016-02-15
670;203;30218;16141;2016-02-14
670;203;130258;49474;2016-02-14
670;203;128818;110228;2016-02-14
670;203;128818;776763;2016-02-14
671;204;10674;19968;2016-02-15
672;NA;30258;419991;2016-03-22
672;NA;9515;214022;2016-03-22
672;NA;10691;252175;2016-03-22
672;NA;10858;23251;2016-03-22
674;NA;88667;837364;2016-03-22
674;NA;13628;1166318;2016-03-22
674;NA;58736;15723;2016-03-22
674;NA;58736;761630;2016-03-22
674;NA;58736;199820;2016-03-22
674;NA;15518;309451;2016-03-22
674;NA;15518;75497;2016-03-22
674;NA;15518;141773;2016-03-22
674;NA;70660;797133;2016-03-22
674;NA;30670;1066232;2016-03-22
674;NA;60189;63915;2016-03-22
674;NA;60189;784889;2016-03-22
674;NA;3541;904016;2016-03-22
676;NA;33498;16620;2016-05-09
678;205;33908;26838;2016-02-15
680;207;33655;17319;2016-02-15
683;NA;293892;432074;2016-04-23
683;NA;196482;251258;2016-04-23
683;NA;15812;743602;2016-04-23
683;NA;134235;119677;2016-04-23
683;NA;38934;1047230;2016-04-23
683;NA;26666;187258;2016-04-23
683;NA;9858;376133;2016-04-23
683;NA;9858;139222;2016-04-23
683;NA;187825;77971;2016-04-23
684;210;47310;17436;2016-04-23
685;NA;10556;35527;2016-04-23
687;212;415324;113673;2016-02-15
687;212;415324;303553;2016-02-15
687;212;415324;18599;2016-02-15
688;213;23985;533847;2016-02-15
688;213;5027;32813;2016-02-15
688;213;58779;394575;2016-02-15
688;213;133542;361059;2016-02-15
688;213;133542;304082;2016-02-15
689;214;81078;7454;2016-02-15
690;215;30121;174534;2016-02-15
690;215;749;6573;2016-02-15
690;215;9699;200377;2016-02-15
690;215;67324;185241;2016-02-15
690;215;90486;211314;2016-02-15
692;217;70504;41072;2016-02-15
693;218;214068;22143;2016-02-15
694;219;80428;142718;2016-02-14
694;219;30080;277544;2016-02-14
694;219;69692;423639;2016-02-14
694;219;30081;937681;2016-02-14
694;219;30165;1020615;2016-02-14
694;219;30165;191588;2016-02-14
694;219;30165;108966;2016-02-14
694;219;81078;9911;2016-02-14
694;219;81078;484712;2016-02-14
694;219;26470;801460;2016-02-14
694;219;26470;751058;2016-02-14
694;219;8519;203284;2016-02-14
694;219;8519;263743;2016-02-14
694;219;7988;824991;2016-02-14
694;219;7988;904801;2016-02-14
694;219;1453;508166;2016-02-14
694;219;31460;879769;2016-02-14
694;219;31460;52724;2016-02-14
694;219;21714;318744;2016-02-14
694;219;72769;535615;2016-02-14
694;219;72769;995683;2016-02-14
694;219;9308;225315;2016-02-14
694;219;98179;378475;2016-02-14
697;222;72413;20217;2016-02-14
697;222;2124;82233;2016-02-14
697;222;2391;54953;2016-02-14
697;222;11126;37819;2016-02-14
699;NA;33231;3268;2016-05-10
699;NA;35772;64220;2016-05-10
703;224;34113;5703;2016-02-15
703;224;150971;224748;2016-02-15
704;225;54421;365152;2016-02-04
704;225;54421;543017;2016-02-04
704;225;54421;28134;2016-02-04
704;225;54421;438861;2016-02-04
704;225;11338;399665;2016-02-04
704;225;10952;157516;2016-02-04
704;225;12303;102677;2016-02-04
705;226;9185;53414;2016-02-15
705;226;79141;41748;2016-02-15
706;227;79130;18651;2016-02-15
706;227;57565;167029;2016-02-15
707;228;63142;77597;2016-02-15
708;229;5683;144141;2016-02-15
708;229;5683;521125;2016-02-15
708;229;5683;473224;2016-02-15
708;229;24764;329591;2016-02-15
708;229;35627;343540;2016-02-15
708;229;6057;455141;2016-02-15
709;230;9869;13327;2016-02-15
710;231;32122;59810;2016-02-15
711;NA;5103;8077;2016-03-21
712;NA;520;888472;2016-03-21
712;NA;93299;930916;2016-03-21
712;NA;1837;349962;2016-03-21
712;NA;1837;428904;2016-03-21
712;NA;2670;779449;2016-03-21
712;NA;2670;459624;2016-03-21
712;NA;2670;395008;2016-03-21
712;NA;2670;576651;2016-03-21
712;NA;12463;39880;2016-03-21
712;NA;24770;1006156;2016-03-21
712;NA;90021;99685;2016-03-21
712;NA;7172;752004;2016-03-21
712;NA;7172;742023;2016-03-21
712;NA;7172;619171;2016-03-21
713;NA;31013;36232;2016-03-21
713;NA;387;260993;2016-03-21
713;NA;1127;113582;2016-03-21
713;NA;8644;197205;2016-03-21
714;NA;7790;87032;2016-03-21
715;232;65352;715407;2016-02-14
715;232;4328;475733;2016-02-14
715;232;11815;382784;2016-02-14
715;232;4588;75560;2016-02-14
715;232;175659;178574;2016-02-14
715;232;25285;128191;2016-02-14
716;233;3057;292027;2016-02-14
716;233;28301;17050;2016-02-14
718;235;81531;47635;2016-02-14
718;235;59965;313397;2016-02-14
718;235;31000;280753;2016-02-14
718;235;31000;93219;2016-02-14
718;235;2692;170309;2016-02-14
718;235;32608;120142;2016-02-14
718;235;32608;241017;2016-02-14
718;235;32608;279350;2016-02-14
718;235;12987;23371;2016-02-14
720;237;68755;97411;2016-02-14
720;237;36097;213930;2016-02-14
722;239;3948;190520;2016-02-15
722;239;211476;257559;2016-02-15
722;239;11577;1110089;2016-02-15
722;239;78577;96741;2016-02-15
723;240;40986;152968;2016-02-15
723;240;42419;463729;2016-02-15
723;240;56418;362060;2016-02-15
723;240;56418;81756;2016-02-15
723;240;35366;33438;2016-02-15
726;243;9143;1068568;2016-02-15
726;243;9287;1163955;2016-02-15
726;243;9287;870765;2016-02-15
726;243;9287;1191497;2016-02-15
726;243;11385;133444;2016-02-15
726;243;43999;465247;2016-02-15
726;243;34192;199324;2016-02-15
726;243;34192;22415;2016-02-15
726;243;79709;1146361;2016-02-15
726;243;79709;953660;2016-02-15
727;244;12497;7994;2016-02-15
728;245;737;218540;2016-02-12
729;246;100080;209137;2016-02-15
730;NA;84091;232599;2016-05-10
730;NA;2237;11699;2016-05-10
732;NA;47538;32353;2016-05-10
734;NA;341438;126694;2016-05-07
734;NA;162098;132363;2016-05-07
734;NA;384891;143808;2016-05-07
734;NA;4851;124377;2016-05-07
734;NA;46834;14903;2016-05-07
734;NA;227762;118885;2016-05-07
735;NA;14737;6166;2016-05-10
736;NA;84268;20794;2016-05-10
736;NA;84268;69145;2016-05-10
736;NA;84268;962323;2016-05-10
736;NA;32619;44130;2016-05-10
736;NA;13695;821285;2016-05-10
736;NA;47324;36790;2016-05-10
736;NA;47324;64671;2016-05-10
736;NA;47324;9005;2016-05-10
737;NA;196635;211967;2016-05-10
737;NA;33405;305717;2016-05-10
737;NA;10900;7841;2016-05-10
739;NA;49272;43134;2016-05-10
739;NA;3715;270952;2016-05-10
739;NA;35888;5348;2016-05-10
740;NA;42178;583620;2016-03-18
740;NA;58916;61264;2016-03-18
740;NA;521;223163;2016-03-18
740;NA;521;296084;2016-03-18
740;NA;2459;446417;2016-03-18
740;NA;80240;260057;2016-03-18
741;NA;126659;446611;2016-05-10
741;NA;376400;29199;2016-05-10
741;NA;379023;41032;2016-05-10
741;NA;375780;508140;2016-05-10
741;NA;377676;522193;2016-05-10
743;NA;4245;22062;2016-05-10
744;248;34410;29657;2016-02-15
744;248;14089;134579;2016-02-15
744;248;14207;87821;2016-02-15
746;250;31079;22351;2016-02-15
746;250;58736;121263;2016-02-15
746;250;2307;690837;2016-02-15
746;250;44064;228850;2016-02-15
746;250;44066;181461;2016-02-15
746;250;44066;789025;2016-02-15
746;250;33907;297088;2016-02-15
747;251;39388;98116;2016-02-15
747;251;1356;53632;2016-02-15
747;251;9992;13510;2016-02-15
748;252;86161;1019896;2016-02-15
748;252;34952;1061654;2016-02-15
748;252;351157;173905;2016-02-15
748;252;128267;389603;2016-02-15
748;252;157425;251982;2016-02-15
748;252;356796;111230;2016-02-15
748;252;173123;147494;2016-02-15
748;252;125832;335320;2016-02-15
748;252;130880;692568;2016-02-15
748;252;130880;629947;2016-02-15
748;252;143093;28795;2016-02-15
748;252;46777;666470;2016-02-15
749;NA;15574;92185;2016-05-10
749;NA;837;27188;2016-05-10
749;NA;31511;126657;2016-05-10
750;NA;3719;172257;2016-05-10
751;NA;69683;200823;2016-05-10
751;NA;117655;166298;2016-05-10
751;NA;231568;113307;2016-05-10
751;NA;7008;382497;2016-05-10
751;NA;36881;553725;2016-05-10
752;253;31815;18307;2016-01-20
753;254;41958;209192;2016-02-15
753;254;41958;1003678;2016-02-15
753;254;41958;934800;2016-02-15
753;254;34449;116968;2016-02-15
753;254;45628;1017023;2016-02-15
753;254;24180;983156;2016-02-15
753;254;19141;15310;2016-02-15
753;254;175515;1015027;2016-02-15
753;254;14217;111952;2016-02-15
755;256;190757;20248;2016-02-15
755;256;141732;50571;2016-02-15
756;257;2062;586682;2016-02-15
756;257;2062;205195;2016-02-15
756;257;2062;508367;2016-02-15
756;257;130778;651144;2016-02-15
756;257;135726;733000;2016-02-15
756;257;80069;537568;2016-02-15
757;258;57909;18121;2016-02-15
758;259;1462;50154;2016-02-15
758;259;90877;125737;2016-02-15
759;260;19149;15616;2016-02-15
760;261;105612;8687;2016-02-15
760;261;123272;28604;2016-02-15
760;261;80575;29676;2016-02-15
761;262;19906;22498;2016-02-12
761;262;6566;7531;2016-02-12
765;NA;83474;218334;2016-05-10
765;NA;39353;858351;2016-05-10
765;NA;78263;105859;2016-05-10
765;NA;376001;145601;2016-05-10
765;NA;381816;68703;2016-05-10
765;NA;380756;9350;2016-05-10
765;NA;391549;757748;2016-05-10
765;NA;384680;689911;2016-05-10
766;NA;69297;12505;2016-05-06
770;268;35015;556580;2016-02-15
770;268;768;408758;2016-02-15
770;268;8644;70873;2016-02-15
770;268;8644;378588;2016-02-15
770;268;8644;32129;2016-02-15
771;269;134255;125036;2016-02-15
771;269;31654;940868;2016-02-15
771;269;10793;890075;2016-02-15
772;270;10073;52225;2016-02-15
775;273;35366;160493;2016-02-15
775;273;35366;24847;2016-02-15
781;NA;10666;34822;2016-05-06
781;NA;10858;599988;2016-05-06
781;NA;78262;137936;2016-05-06
782;275;9502;1139400;2016-02-15
782;275;9502;143033;2016-02-15
782;275;9502;216194;2016-02-15
782;275;9502;741339;2016-02-15
782;275;11385;5540;2016-02-15
783;276;66698;39615;2016-01-20
785;278;68366;19409;2016-01-20
786;279;85309;465035;2016-02-12
786;279;23429;35118;2016-02-12
786;279;48506;658294;2016-02-12
786;279;80929;912367;2016-02-12
786;279;80929;526037;2016-02-12
786;279;80929;555874;2016-02-12
788;281;15351;121820;2016-02-12
788;281;15351;754466;2016-02-12
788;281;36188;998525;2016-02-12
789;282;220470;6181;2016-02-12
790;283;7483;6823;2016-02-12
794;287;61;357687;2016-01-20
794;287;387;17613;2016-01-20
794;287;8644;1160236;2016-01-20
794;287;33157;1106833;2016-01-20
794;287;12217;114582;2016-01-20
795;288;88742;23399;2016-01-20
796;289;34614;27017;2016-01-20
799;292;220429;7477;2016-02-13
799;292;33441;88533;2016-02-13
799;292;29213;340690;2016-02-13
799;292;136341;238988;2016-02-13
799;292;136341;364680;2016-02-13
802;295;7747;9981;2016-02-13
803;296;98711;169044;2016-02-13
803;296;34717;91886;2016-02-13
803;296;5140;1154730;2016-02-13
803;296;388475;845894;2016-02-13
803;296;247827;704330;2016-02-13
803;296;247827;777497;2016-02-13
804;297;13037;18817;2016-02-12
806;299;19479;22263;2016-02-12
806;299;13520;48902;2016-02-12
806;299;13520;81181;2016-02-12
807;300;525;60705;2016-02-12
807;300;525;8775;2016-02-12
808;301;66658;58776;2016-02-12
808;301;109474;582594;2016-02-12
808;301;114620;14176;2016-02-12
808;301;64895;88972;2016-02-12
808;301;87580;49493;2016-02-12
809;302;8644;63969;2016-02-12
811;304;49585;80370;2016-02-12
811;304;12262;6445;2016-02-12
811;304;12262;46016;2016-02-12
811;304;68212;33932;2016-02-12
812;305;2148;30297;2016-02-12
812;305;83756;32212;2016-02-12
812;305;52306;402582;2016-02-12
814;307;173;44102;2016-02-12
814;307;80615;54591;2016-02-12
814;307;208521;17796;2016-02-12
815;308;35734;59813;2016-01-20
816;NA;35344;67201;2016-05-10
816;NA;57917;26137;2016-05-10
817;NA;76862;181464;2016-05-10
817;NA;34140;315417;2016-05-10
817;NA;34140;322701;2016-05-10
817;NA;34140;222816;2016-05-10
817;NA;9416;273375;2016-05-10
817;NA;9416;24100;2016-05-10
817;NA;9416;211114;2016-05-10
818;NA;134955;20234;2016-05-10
818;NA;4952;37045;2016-05-10
819;NA;166048;20392;2016-06-01
820;NA;35378;55248;2016-06-01
821;NA;32597;34089;2016-06-01
823;NA;24938;17954;2016-06-01
825;NA;5153;423804;2016-06-01
825;NA;5153;308038;2016-06-01
825;NA;5723;497897;2016-06-01
825;NA;13559;11123;2016-06-01
825;NA;19869;750163;2016-06-01
825;NA;25911;448867;2016-06-01
826;NA;148559;27676;2016-06-01
827;NA;35438;35024;2016-06-01
828;NA;14321;22435;2016-06-01
830;NA;131066;57800;2016-06-01
830;NA;13520;13496;2016-06-01
831;NA;81291;564698;2016-06-01
831;NA;81291;503616;2016-06-01
831;NA;75930;162340;2016-06-01
831;NA;75930;381193;2016-06-01
831;NA;25730;201077;2016-06-01
831;NA;58582;54988;2016-06-01
832;309;212765;10837;2016-01-20
833;310;601;25872;2016-01-20
833;310;15814;156447;2016-01-20
835;312;3687;10943;2016-01-20
835;312;3687;276921;2016-01-20
835;312;3687;106609;2016-01-20
835;312;33680;484648;2016-01-20
835;312;130242;78514;2016-01-20
835;312;65579;195565;2016-01-20
835;312;211712;226174;2016-01-20
835;312;458468;255774;2016-01-20
838;NA;6666;956508;2016-06-01
838;NA;6666;9969;2016-06-01
838;NA;19953;75704;2016-06-01
838;NA;208969;83755;2016-06-01
838;NA;208969;178434;2016-06-01
838;NA;391368;73727;2016-06-01
839;NA;335634;273468;2016-05-10
839;NA;11134;224781;2016-05-10
839;NA;6639;80840;2016-05-10
839;NA;14162;7909;2016-05-10
839;NA;252937;34678;2016-05-10
839;NA;378701;112694;2016-05-10
839;NA;29866;297668;2016-05-10
839;NA;384823;188484;2016-05-10
839;NA;14760;1133368;2016-05-10
839;NA;90774;1099424;2016-05-10
839;NA;376973;855648;2016-05-10
839;NA;376973;1032139;2016-05-10
839;NA;387796;793644;2016-05-10
839;NA;387796;639122;2016-05-10
839;NA;385568;1148807;2016-05-10
839;NA;384104;395156;2016-05-10
840;313;134527;39032;2016-02-11
841;314;30165;8234;2016-02-12
842;315;32902;22748;2016-02-12
843;316;15705;77446;2016-02-12
843;316;127567;209851;2016-02-12
843;316;53838;242879;2016-02-12
843;316;67536;42513;2016-02-12
844;317;31701;200799;2016-02-12
844;317;51370;447642;2016-02-12
844;317;115048;38586;2016-02-12
844;317;3021;108137;2016-02-12
844;317;10761;288950;2016-02-12
846;319;32902;10791;2016-02-12
847;320;4700;21647;2016-02-12
848;321;85116;26294;2016-02-12
848;321;10234;989637;2016-02-12
848;321;7647;919748;2016-02-12
848;321;7648;704852;2016-02-12
848;321;7648;1122974;2016-02-12
848;321;1961;832235;2016-02-12
848;321;130718;117528;2016-02-12
848;321;78597;83486;2016-02-12
850;323;12244;10792;2016-02-12
850;323;135086;120736;2016-02-12
850;323;89189;61241;2016-02-12
850;323;13813;1195719;2016-02-12
852;325;84384;583529;2016-02-12
852;325;66541;175866;2016-02-12
852;325;5140;10451;2016-02-12
852;325;5260;231234;2016-02-12
852;325;5291;503089;2016-02-12
852;325;12955;108746;2016-02-12
852;325;35472;213758;2016-02-12
852;325;46779;93388;2016-02-12
852;325;13381;184995;2016-02-12
852;325;126125;116561;2016-02-12
852;325;5897;249984;2016-02-12
852;325;13400;131048;2016-02-12
852;325;128723;161642;2016-02-12
854;327;4732;15697;2016-02-12
855;328;31772;653229;2016-02-12
855;328;188262;103898;2016-02-12
855;328;13320;522587;2016-02-12
855;328;36051;735532;2016-02-12
855;328;36642;41143;2016-02-12
855;328;6862;443991;2016-02-12
855;328;80044;1013602;2016-02-12
856;329;8737;294362;2016-02-12
856;329;8737;71439;2016-02-12
856;329;2809;13273;2016-02-12
857;330;33441;13741;2016-02-12
858;NA;23370;90938;2016-06-01
858;NA;23370;20669;2016-06-01
858;NA;23370;110189;2016-06-01
859;NA;8028;658489;2016-06-01
859;NA;38343;892492;2016-06-01
859;NA;1907;3327;2016-06-01
